"","movieTitle","score","regDate","wom"
"7372","익스펜더블 3",10,"2014-08-21","10.0총출동!!ㅎㅎㅎ 환상케미, 액션포텐 우당당 터지는 오리지널 액션보러 ~~~으~~리!ㅎㅎ 넘넘재밌당!! 후회하지않을거임~~                     "
"9370","사이코메트리",8,"2013-03-08","8.0그냥 그렇게 기대하지않고 보면 나름 괜찮은 영화임요                    "
"6995","천안함 프로젝트",10,"2013-09-13","10.0-자기 자식이 개죽음을 당했는데 가만 있는 가족들은 양심도 없나?..                    [2]                    "
"5982","인터스텔라",9,"2014-11-11","9.0세 시간 가까운 관람 동안 전혀 지루하지 않고, 흥미진진하게 이야기에 빠져들었다. 초반은 그래비티와 비슷하다는 인상이 있었으나, 이후에는 또 다른 이야기들이 펼쳐진다. 정말... 공간 이동을 그렇게 가능하게 할 수가 있을까? 놀라운 상상력에 다시 한 번 박수를 보낸다. 그래비티(중력)이란 단어가 계속 인상적임                     "
"3511","집으로 가는 길",10,"2014-01-04","10.0미국은 자국인이 살인을 저질렀어도 인도해가는데,  이정도로 방치하다니~  외무고시는 공부 잘하는 놈들만 뽑으니~  따뜻한 감성,  책임감  이런 건 어떻게 측정해야하나?                    "
"2272","국제시장",10,"2014-11-21","10.0졀라디언들이 이 영화를 증오합니다. 불타버린 조국을 어렵게 일으켜놓으니까 욕하는 홍어빨갱이들이 이 영화를 싫어라합니다.                     [2]                    "
"2756","우리는 전사가 아니다",3,"2013-08-20","3.0아트시네마를 찾아가는 그 길에 아직 그가 서성거린다.                     "
"5656","세 얼간이",10,"2013-03-01","10.0최고!감동재미 전부다~~~                    "
"8454","월터의 상상은 현실이 된다",7,"2014-01-15","7.0예고편을 보고 무슨 판타지 액션 어드벤쳐를 생각했다면 낚인 것이다. 대신 영화 속에 있는 각 대사의 의미를 곱씹어보면 참 좋은 영화.                    "
"7389","변호인",10,"2014-01-02","10.0엄마를 모시고 영화를 보았다영화가 끝난후 가슴이 먹먹해졌다한번은 꼭 보아야할 영화, 송강호가 아니었음이영화가 빛을 잃었으리라                    "
